"Time (ISO-YMD)","B Field - ECF x (mGauss)","B Field - ECF y (mGauss)","B Field - ECF z (mGauss)"
2019-11-21T00:08:30.000,-380.608,101.183,-151.638
2019-11-21T00:09:00.000,-383.109,85.635,-158.650
2019-11-21T00:09:30.000,-385.159,69.708,-164.893
2019-11-21T00:10:00.000,-386.777,53.434,-170.349
2019-11-21T00:10:30.000,-387.980,36.844,-174.996
2019-11-21T00:11:00.000,-388.779,19.963,-178.811
2019-11-21T00:11:30.000,-389.180,2.815,-181.769
2019-11-21T00:12:00.000,-389.181,-14.573,-183.842
2019-11-21T00:12:30.000,-388.776,-32.170,-185.002
2019-11-21T00:13:00.000,-387.954,-49.941,-185.221
2019-11-21T00:13:30.000,-386.699,-67.846,-184.472
2019-11-21T00:14:00.000,-384.991,-85.839,-182.730
2019-11-21T00:14:30.000,-382.810,-103.868,-179.974
2019-11-21T00:15:00.000,-380.131,-121.878,-176.188
2019-11-21T00:15:30.000,-376.932,-139.810,-171.358
2019-11-21T00:16:00.000,-373.186,-157.605,-165.474
2019-11-21T00:16:30.000,-368.865,-175.199,-158.526
2019-11-21T00:17:00.000,-363.940,-192.526,-150.505
2019-11-21T00:17:30.000,-358.378,-209.516,-141.401
2019-11-21T00:18:00.000,-352.145,-226.090,-131.204
2019-11-21T00:18:30.000,-345.205,-242.161,-119.900
2019-11-21T00:19:00.000,-337.523,-257.628,-107.477
2019-11-21T00:19:30.000,-329.065,-272.377,-93.925
2019-11-21T00:20:00.000,-319.805,-286.275,-79.241
2019-11-21T00:20:30.000,-309.721,-299.177,-63.432
2019-11-21T00:21:00.000,-298.807,-310.922,-46.518
2019-11-21T00:21:30.000,-287.068,-321.338,-28.538
2019-11-21T00:22:00.000,-274.527,-330.248,-9.551
2019-11-21T00:22:30.000,-261.225,-337.479,10.362
2019-11-21T00:23:00.000,-247.218,-342.859,31.094
2019-11-21T00:23:30.000,-232.583,-346.234,52.518
2019-11-21T00:24:00.000,-217.410,-347.466,74.487
2019-11-21T00:24:30.000,-201.799,-346.441,96.838
2019-11-21T00:25:00.000,-185.864,-343.069,119.392
2019-11-21T00:25:30.000,-169.722,-337.288,141.966
2019-11-21T00:26:00.000,-153.495,-329.062,164.369
2019-11-21T00:26:30.000,-137.308,-318.379,186.408
2019-11-21T00:27:00.000,-121.284,-305.254,207.894
2019-11-21T00:27:30.000,-105.547,-289.719,228.637
2019-11-21T00:28:00.000,-90.222,-271.832,248.452
2019-11-21T00:28:30.000,-75.431,-251.667,267.160
2019-11-21T00:29:00.000,-61.297,-229.318,284.585
2019-11-21T00:29:30.000,-47.944,-204.903,300.556
2019-11-21T00:30:00.000,-35.492,-178.560,314.911
2019-11-21T00:30:30.000,-24.063,-150.451,327.496
2019-11-21T00:31:00.000,-13.771,-120.763,338.168
2019-11-21T00:31:30.000,-4.725,-89.710,346.800
2019-11-21T00:32:00.000,2.977,-57.529,353.284
2019-11-21T00:32:30.000,9.250,-24.480,357.532
2019-11-21T00:33:00.000,14.028,9.158,359.485
2019-11-21T00:33:30.000,17.264,43.094,359.112
2019-11-21T00:34:00.000,18.933,77.029,356.412
2019-11-21T00:34:30.000,19.037,110.664,351.417
2019-11-21T00:35:00.000,17.598,143.711,344.191
2019-11-21T00:35:30.000,14.665,175.894,334.825
2019-11-21T00:36:00.000,10.305,206.963,323.437
2019-11-21T00:36:30.000,4.603,236.694,310.169
2019-11-21T00:37:00.000,-2.340,264.899,295.176
2019-11-21T00:37:30.000,-10.417,291.421,278.628
2019-11-21T00:38:00.000,-19.517,316.142,260.699
2019-11-21T00:38:30.000,-29.528,338.978,241.561
2019-11-21T00:39:00.000,-40.344,359.876,221.384
2019-11-21T00:39:30.000,-51.867,378.811,200.329
2019-11-21T00:40:00.000,-64.011,395.780,178.544
2019-11-21T00:40:30.000,-76.701,410.796,156.163
2019-11-21T00:41:00.000,-89.876,423.882,133.309
2019-11-21T00:41:30.000,-103.486,435.064,110.089
2019-11-21T00:42:00.000,-117.490,444.368,86.599
2019-11-21T00:42:30.000,-131.856,451.812,62.927
2019-11-21T00:43:00.000,-146.555,457.410,39.154
2019-11-21T00:43:30.000,-161.559,461.163,15.358
2019-11-21T00:44:00.000,-176.836,463.067,-8.380
2019-11-21T00:44:30.000,-192.347,463.109,-31.978
2019-11-21T00:45:00.000,-208.048,461.273,-55.349
2019-11-21T00:45:30.000,-223.881,457.542,-78.399
2019-11-21T00:46:00.000,-239.780,451.904,-101.028
2019-11-21T00:46:30.000,-255.668,444.353,-123.129
2019-11-21T00:47:00.000,-271.457,434.896,-144.592
2019-11-21T00:47:30.000,-287.055,423.553,-165.304
2019-11-21T00:48:00.000,-302.361,410.359,-185.150
2019-11-21T00:48:30.000,-317.274,395.366,-204.019
2019-11-21T00:49:00.000,-331.689,378.644,-221.804
2019-11-21T00:49:30.000,-345.506,360.277,-238.400
2019-11-21T00:50:00.000,-358.628,340.367,-253.715
2019-11-21T00:50:30.000,-370.961,319.029,-267.660
2019-11-21T00:51:00.000,-382.422,296.389,-280.161
2019-11-21T00:51:30.000,-392.933,272.586,-291.151
2019-11-21T00:52:00.000,-402.424,247.766,-300.575
2019-11-21T00:52:30.000,-410.838,222.083,-308.390
2019-11-21T00:53:00.000,-418.123,195.699,-314.566
2019-11-21T00:53:30.000,-424.241,168.775,-319.084
2019-11-21T00:54:00.000,-429.161,141.478,-321.940
2019-11-21T00:54:30.000,-432.864,113.972,-323.141
2019-11-21T00:55:00.000,-435.341,86.421,-322.708
2019-11-21T00:55:30.000,-436.591,58.984,-320.675
2019-11-21T00:56:00.000,-436.624,31.814,-317.086
2019-11-21T00:56:30.000,-435.456,5.055,-311.994
2019-11-21T00:57:00.000,-433.113,-21.156,-305.464
2019-11-21T00:57:30.000,-429.626,-46.694,-297.566
2019-11-21T00:58:00.000,-425.033,-71.441,-288.374
2019-11-21T00:58:30.000,-419.374,-95.291,-277.968
2019-11-21T00:59:00.000,-412.697,-118.150,-266.430
2019-11-21T00:59:30.000,-405.050,-139.929,-253.843
2019-11-21T01:00:00.000,-396.488,-160.551,-240.291
2019-11-21T01:00:30.000,-387.065,-179.946,-225.855
2019-11-21T01:01:00.000,-376.838,-198.053,-210.619
2019-11-21T01:01:30.000,-365.868,-214.815,-194.665
2019-11-21T01:02:00.000,-354.214,-230.185,-178.073
2019-11-21T01:02:30.000,-341.940,-244.122,-160.923
2019-11-21T01:03:00.000,-329.106,-256.590,-143.295
2019-11-21T01:03:30.000,-315.776,-267.559,-125.265
2019-11-21T01:04:00.000,-302.010,-277.006,-106.913
2019-11-21T01:04:30.000,-287.872,-284.912,-88.314
2019-11-21T01:05:00.000,-273.421,-291.264,-69.547
2019-11-21T01:05:30.000,-258.717,-296.052,-50.688
2019-11-21T01:06:00.000,-243.821,-299.275,-31.816
2019-11-21T01:06:30.000,-228.792,-300.933,-13.009
2019-11-21T01:07:00.000,-213.691,-301.036,5.652
2019-11-21T01:07:30.000,-198.577,-299.598,24.089
2019-11-21T01:08:00.000,-183.512,-296.644,42.221
2019-11-21T01:08:30.000,-168.555,-292.204,59.972
2019-11-21T01:09:00.000,-153.766,-286.320,77.265
2019-11-21T01:09:30.000,-139.201,-279.040,94.033
2019-11-21T01:10:00.000,-124.914,-270.423,110.209
2019-11-21T01:10:30.000,-110.953,-260.530,125.739
2019-11-21T01:11:00.000,-97.361,-249.429,140.574
2019-11-21T01:11:30.000,-84.174,-237.186,154.675
2019-11-21T01:12:00.000,-71.422,-223.866,168.009
2019-11-21T01:12:30.000,-59.128,-209.530,180.552
2019-11-21T01:13:00.000,-47.311,-194.230,192.281
2019-11-21T01:13:30.000,-35.990,-178.011,203.177
2019-11-21T01:14:00.000,-25.180,-160.909,213.219
2019-11-21T01:14:30.000,-14.901,-142.953,222.383
2019-11-21T01:15:00.000,-5.177,-124.168,230.639
2019-11-21T01:15:30.000,3.960,-104.578,237.950
2019-11-21T01:16:00.000,12.472,-84.208,244.271
2019-11-21T01:16:30.000,20.310,-63.093,249.553
2019-11-21T01:17:00.000,27.417,-41.277,253.741
2019-11-21T01:17:30.000,33.732,-18.819,256.779
2019-11-21T01:18:00.000,39.187,4.203,258.610
2019-11-21T01:18:30.000,43.713,27.695,259.185
2019-11-21T01:19:00.000,47.242,51.545,258.462
2019-11-21T01:19:30.000,49.713,75.622,256.409
2019-11-21T01:20:00.000,51.069,99.785,253.011
2019-11-21T01:20:30.000,51.265,123.879,248.264
2019-11-21T01:21:00.000,50.268,147.745,242.183
2019-11-21T01:21:30.000,48.057,171.220,234.797
2019-11-21T01:22:00.000,44.624,194.141,226.152
2019-11-21T01:22:30.000,39.975,216.351,216.306
2019-11-21T01:23:00.000,34.129,237.698,205.330
2019-11-21T01:23:30.000,27.116,258.041,193.306
2019-11-21T01:24:00.000,18.978,277.247,180.323
2019-11-21T01:24:30.000,9.767,295.196,166.477
2019-11-21T01:25:00.000,-0.457,311.778,151.872
2019-11-21T01:25:30.000,-11.624,326.897,136.614
2019-11-21T01:26:00.000,-23.655,340.469,120.814
2019-11-21T01:26:30.000,-36.467,352.421,104.582
2019-11-21T01:27:00.000,-49.966,362.695,88.033
2019-11-21T01:27:30.000,-64.056,371.249,71.281
2019-11-21T01:28:00.000,-78.632,378.051,54.441
2019-11-21T01:28:30.000,-93.587,383.088,37.625
2019-11-21T01:29:00.000,-108.810,386.363,20.942
2019-11-21T01:29:30.000,-124.188,387.893,4.498
2019-11-21T01:30:00.000,-139.612,387.714,-11.605
2019-11-21T01:30:30.000,-154.972,385.878,-27.276
2019-11-21T01:31:00.000,-170.165,382.452,-42.428
2019-11-21T01:31:30.000,-185.095,377.515,-56.988
2019-11-21T01:32:00.000,-199.677,371.160,-70.890
2019-11-21T01:32:30.000,-213.834,363.487,-84.079
2019-11-21T01:33:00.000,-227.504,354.603,-96.515
2019-11-21T01:33:30.000,-240.635,344.619,-108.163
2019-11-21T01:34:00.000,-253.190,333.644,-119.001
2019-11-21T01:34:30.000,-265.145,321.788,-129.016
2019-11-21T01:35:00.000,-276.483,309.154,-138.198
2019-11-21T01:35:30.000,-287.201,295.840,-146.546
2019-11-21T01:36:00.000,-297.302,281.938,-154.063
2019-11-21T01:36:30.000,-306.796,267.531,-160.751
2019-11-21T01:37:00.000,-315.698,252.698,-166.617
2019-11-21T01:37:30.000,-324.027,237.509,-171.669
2019-11-21T01:38:00.000,-331.803,222.029,-175.914
2019-11-21T01:38:30.000,-339.050,206.316,-179.363
2019-11-21T01:39:00.000,-345.791,190.425,-182.026
2019-11-21T01:39:30.000,-352.052,174.402,-183.914
2019-11-21T01:40:00.000,-357.858,158.288,-185.040
2019-11-21T01:40:30.000,-363.234,142.116,-185.418
2019-11-21T01:41:00.000,-368.204,125.914,-185.058
2019-11-21T01:41:30.000,-372.790,109.698,-183.971
2019-11-21T01:42:00.000,-377.010,93.480,-182.164
2019-11-21T01:42:30.000,-380.875,77.263,-179.638
2019-11-21T01:43:00.000,-384.390,61.047,-176.387
2019-11-21T01:43:30.000,-387.551,44.829,-172.400
2019-11-21T01:44:00.000,-390.345,28.608,-167.657
2019-11-21T01:44:30.000,-392.747,12.387,-162.132
2019-11-21T01:45:00.000,-394.722,-3.823,-155.793
2019-11-21T01:45:30.000,-396.229,-20.000,-148.606
2019-11-21T01:46:00.000,-397.217,-36.109,-140.537
2019-11-21T01:46:30.000,-397.631,-52.102,-131.557
2019-11-21T01:47:00.000,-397.413,-67.916,-121.642
2019-11-21T01:47:30.000,-396.508,-83.476,-110.775
2019-11-21T01:48:00.000,-394.860,-98.696,-98.952
2019-11-21T01:48:30.000,-392.419,-113.485,-86.182
2019-11-21T01:49:00.000,-389.138,-127.746,-72.484
2019-11-21T01:49:30.000,-384.976,-141.378,-57.888
2019-11-21T01:50:00.000,-379.898,-154.285,-42.436
2019-11-21T01:50:30.000,-373.870,-166.368,-26.179
2019-11-21T01:51:00.000,-366.863,-177.531,-9.174
2019-11-21T01:51:30.000,-358.849,-187.680,8.514
2019-11-21T01:52:00.000,-349.803,-196.718,26.812
2019-11-21T01:52:30.000,-339.702,-204.549,45.642
2019-11-21T01:53:00.000,-328.528,-211.073,64.918
2019-11-21T01:53:30.000,-316.270,-216.185,84.541
2019-11-21T01:54:00.000,-302.924,-219.781,104.403
2019-11-21T01:54:30.000,-288.502,-221.752,124.383
2019-11-21T01:55:00.000,-273.028,-221.996,144.345
2019-11-21T01:55:30.000,-256.545,-220.414,164.140
2019-11-21T01:56:00.000,-239.119,-216.920,183.606
2019-11-21T01:56:30.000,-220.833,-211.443,202.569
2019-11-21T01:57:00.000,-201.792,-203.937,220.849
2019-11-21T01:57:30.000,-182.119,-194.376,238.262
2019-11-21T01:58:00.000,-161.953,-182.767,254.626
2019-11-21T01:58:30.000,-141.444,-169.144,269.766
2019-11-21T01:59:00.000,-120.751,-153.569,283.515
2019-11-21T01:59:30.000,-100.037,-136.133,295.724
2019-11-21T02:00:00.000,-79.463,-116.952,306.262
2019-11-21T02:00:30.000,-59.189,-96.162,315.015
2019-11-21T02:01:00.000,-39.365,-73.912,321.894
2019-11-21T02:01:30.000,-20.138,-50.369,326.827
2019-11-21T02:02:00.000,-1.643,-25.705,329.767
2019-11-21T02:02:30.000,15.994,-0.096,330.683
2019-11-21T02:03:00.000,32.653,26.277,329.564
2019-11-21T02:03:30.000,48.226,53.232,326.415
2019-11-21T02:04:00.000,62.610,80.587,321.259
2019-11-21T02:04:30.000,75.712,108.158,314.131
2019-11-21T02:05:00.000,87.445,135.765,305.085
2019-11-21T02:05:30.000,97.734,163.226,294.189
2019-11-21T02:06:00.000,106.513,190.359,281.525
2019-11-21T02:06:30.000,113.727,216.988,267.192
2019-11-21T02:07:00.000,119.336,242.939,251.306
2019-11-21T02:07:30.000,123.314,268.048,233.995
2019-11-21T02:08:00.000,125.652,292.159,215.402
2019-11-21T02:08:30.000,126.360,315.132,195.682
2019-11-21T02:09:00.000,125.461,336.842,174.998
2019-11-21T02:09:30.000,122.998,357.186,153.515
2019-11-21T02:10:00.000,119.026,376.083,131.404
2019-11-21T02:10:30.000,113.614,393.474,108.828
2019-11-21T02:11:00.000,106.838,409.325,85.943
2019-11-21T02:11:30.000,98.781,423.622,62.894
2019-11-21T02:12:00.000,89.527,436.373,39.810
2019-11-21T02:12:30.000,79.157,447.599,16.803
2019-11-21T02:13:00.000,67.750,457.334,-6.035
2019-11-21T02:13:30.000,55.374,465.614,-28.628
2019-11-21T02:14:00.000,42.093,472.479,-50.920
2019-11-21T02:14:30.000,27.957,477.963,-72.866
2019-11-21T02:15:00.000,13.011,482.089,-94.434
2019-11-21T02:15:30.000,-2.710,484.870,-115.597
2019-11-21T02:16:00.000,-19.173,486.301,-136.329
2019-11-21T02:16:30.000,-36.347,486.367,-156.601
2019-11-21T02:17:00.000,-54.200,485.036,-176.377
2019-11-21T02:17:30.000,-72.692,482.264,-195.610
2019-11-21T02:18:00.000,-91.776,478.003,-214.242
2019-11-21T02:18:30.000,-111.392,472.200,-232.198
2019-11-21T02:19:00.000,-131.465,464.805,-249.392
2019-11-21T02:19:30.000,-151.906,455.778,-265.725
2019-11-21T02:20:00.000,-172.611,445.088,-281.092
2019-11-21T02:20:30.000,-193.462,432.726,-295.378
2019-11-21T02:21:00.000,-214.327,418.699,-308.472
2019-11-21T02:21:30.000,-235.068,403.038,-320.261
2019-11-21T02:22:00.000,-255.540,385.797,-330.643
2019-11-21T02:22:30.000,-275.594,367.051,-339.524
2019-11-21T02:23:00.000,-295.084,346.899,-346.824
2019-11-21T02:23:30.000,-313.868,325.455,-352.478
2019-11-21T02:24:00.000,-331.812,302.852,-356.438
2019-11-21T02:24:30.000,-348.789,279.234,-358.671
2019-11-21T02:25:00.000,-364.686,254.756,-359.164
2019-11-21T02:25:30.000,-379.402,229.580,-357.917
2019-11-21T02:26:00.000,-392.849,203.870,-354.946
2019-11-21T02:26:30.000,-404.954,177.794,-350.283
2019-11-21T02:27:00.000,-415.654,151.518,-343.972
2019-11-21T02:27:30.000,-424.903,125.208,-336.068
2019-11-21T02:28:00.000,-432.667,99.024,-326.637
2019-11-21T02:28:30.000,-438.925,73.121,-315.758
2019-11-21T02:29:00.000,-443.668,47.646,-303.514
2019-11-21T02:29:30.000,-446.899,22.740,-289.999
2019-11-21T02:30:00.000,-448.632,-1.469,-275.311
2019-11-21T02:30:30.000,-448.892,-24.861,-259.553
2019-11-21T02:31:00.000,-447.714,-47.328,-242.830
2019-11-21T02:31:30.000,-445.138,-68.777,-225.247
2019-11-21T02:32:00.000,-441.213,-89.125,-206.908
2019-11-21T02:32:30.000,-435.992,-108.299,-187.917
2019-11-21T02:33:00.000,-429.529,-126.239,-168.369
2019-11-21T02:33:30.000,-421.881,-142.893,-148.360
2019-11-21T02:34:00.000,-413.104,-158.218,-127.977
2019-11-21T02:34:30.000,-403.254,-172.176,-107.306
2019-11-21T02:35:00.000,-392.383,-184.733,-86.429
2019-11-21T02:35:30.000,-380.544,-195.859,-65.425
2019-11-21T02:36:00.000,-367.787,-205.526,-44.373
2019-11-21T02:36:30.000,-354.162,-213.708,-23.355
2019-11-21T02:37:00.000,-339.720,-220.381,-2.453
2019-11-21T02:37:30.000,-324.513,-225.525,18.249
2019-11-21T02:38:00.000,-308.597,-229.123,38.660
2019-11-21T02:38:30.000,-292.034,-231.162,58.691
2019-11-21T02:39:00.000,-274.890,-231.638,78.248
2019-11-21T02:39:30.000,-257.235,-230.554,97.236
2019-11-21T02:40:00.000,-239.147,-227.921,115.563
2019-11-21T02:40:30.000,-220.708,-223.762,133.138
2019-11-21T02:41:00.000,-202.005,-218.108,149.877
2019-11-21T02:41:30.000,-183.126,-211.000,165.700
2019-11-21T02:42:00.000,-164.161,-202.491,180.536
2019-11-21T02:42:30.000,-145.201,-192.641,194.322
2019-11-21T02:43:00.000,-126.333,-181.516,207.005
2019-11-21T02:43:30.000,-107.641,-169.190,218.542
2019-11-21T02:44:00.000,-89.203,-155.742,228.899
2019-11-21T02:44:30.000,-71.093,-141.251,238.051
2019-11-21T02:45:00.000,-53.376,-125.798,245.980
2019-11-21T02:45:30.000,-36.111,-109.465,252.675
2019-11-21T02:46:00.000,-19.351,-92.331,258.131
2019-11-21T02:46:30.000,-3.141,-74.469,262.347
2019-11-21T02:47:00.000,12.478,-55.951,265.325
2019-11-21T02:47:30.000,27.466,-36.844,267.066
2019-11-21T02:48:00.000,41.789,-17.208,267.575
2019-11-21T02:48:30.000,55.408,2.898,266.853
2019-11-21T02:49:00.000,68.285,23.422,264.904
2019-11-21T02:49:30.000,80.377,44.310,261.727
2019-11-21T02:50:00.000,91.636,65.510,257.325
2019-11-21T02:50:30.000,102.008,86.968,251.699
2019-11-21T02:51:00.000,111.433,108.626,244.852
2019-11-21T02:51:30.000,119.847,130.419,236.792
2019-11-21T02:52:00.000,127.179,152.276,227.529
2019-11-21T02:52:30.000,133.357,174.119,217.081
2019-11-21T02:53:00.000,138.310,195.860,205.476
2019-11-21T02:53:30.000,141.967,217.401,192.748
2019-11-21T02:54:00.000,144.260,238.639,178.941
2019-11-21T02:54:30.000,145.129,259.462,164.112
2019-11-21T02:55:00.000,144.522,279.753,148.324
2019-11-21T02:55:30.000,142.396,299.390,131.654
2019-11-21T02:56:00.000,138.720,318.247,114.187
2019-11-21T02:56:30.000,133.475,336.197,96.017
2019-11-21T02:57:00.000,126.654,353.111,77.247
2019-11-21T02:57:30.000,118.265,368.862,57.991
2019-11-21T02:58:00.000,108.333,383.321,38.370
2019-11-21T02:58:30.000,96.896,396.367,18.513
2019-11-21T02:59:00.000,84.011,407.881,-1.441
2019-11-21T02:59:30.000,69.752,417.755,-21.346
2019-11-21T03:00:00.000,54.214,425.890,-41.050
2019-11-21T03:00:30.000,37.507,432.205,-60.394
2019-11-21T03:01:00.000,19.764,436.635,-79.220
2019-11-21T03:01:30.000,1.133,439.138,-97.367
2019-11-21T03:02:00.000,-18.224,439.699,-114.681
2019-11-21T03:02:30.000,-38.131,438.328,-131.016
2019-11-21T03:03:00.000,-58.405,435.067,-146.237
2019-11-21T03:03:30.000,-78.861,429.985,-160.230
2019-11-21T03:04:00.000,-99.315,423.179,-172.898
2019-11-21T03:04:30.000,-119.593,414.769,-184.169
2019-11-21T03:05:00.000,-139.531,404.898,-193.996
2019-11-21T03:05:30.000,-158.984,393.720,-202.355
2019-11-21T03:06:00.000,-177.827,381.402,-209.250
2019-11-21T03:06:30.000,-195.956,368.112,-214.702
2019-11-21T03:07:00.000,-213.294,354.017,-218.754
2019-11-21T03:07:30.000,-229.784,339.277,-221.464
2019-11-21T03:08:00.000,-245.393,324.040,-222.900
2019-11-21T03:08:30.000,-260.106,308.441,-223.136
2019-11-21T03:09:00.000,-273.925,292.598,-222.249
2019-11-21T03:09:30.000,-286.868,276.612,-220.315
2019-11-21T03:10:00.000,-298.958,260.570,-217.405
2019-11-21T03:10:30.000,-310.227,244.541,-213.585
2019-11-21T03:11:00.000,-320.712,228.583,-208.914
2019-11-21T03:11:30.000,-330.448,212.738,-203.443
2019-11-21T03:12:00.000,-339.468,197.041,-197.212
2019-11-21T03:12:30.000,-347.805,181.516,-190.257
2019-11-21T03:13:00.000,-355.485,166.183,-182.605
2019-11-21T03:13:30.000,-362.528,151.053,-174.278
2019-11-21T03:14:00.000,-368.949,136.135,-165.292
2019-11-21T03:14:30.000,-374.756,121.433,-155.659
2019-11-21T03:15:00.000,-379.947,106.950,-145.384
2019-11-21T03:15:30.000,-384.514,92.686,-134.473
2019-11-21T03:16:00.000,-388.442,78.642,-122.925
2019-11-21T03:16:30.000,-391.702,64.820,-110.737
2019-11-21T03:17:00.000,-394.261,51.226,-97.905
2019-11-21T03:17:30.000,-396.073,37.870,-84.421
2019-11-21T03:18:00.000,-397.083,24.770,-70.278
2019-11-21T03:18:30.000,-397.229,11.954,-55.471
2019-11-21T03:19:00.000,-396.438,-0.539,-39.999
2019-11-21T03:19:30.000,-394.634,-12.656,-23.865
2019-11-21T03:20:00.000,-391.735,-24.331,-7.085
2019-11-21T03:20:30.000,-387.659,-35.482,10.313
2019-11-21T03:21:00.000,-382.327,-46.015,28.285
2019-11-21T03:21:30.000,-375.665,-55.826,46.766
2019-11-21T03:22:00.000,-367.613,-64.799,65.674
2019-11-21T03:22:30.000,-358.123,-72.818,84.899
2019-11-21T03:23:00.000,-347.166,-79.765,104.315
2019-11-21T03:23:30.000,-334.735,-85.529,123.771
2019-11-21T03:24:00.000,-320.844,-90.010,143.102
2019-11-21T03:24:30.000,-305.533,-93.120,162.129
2019-11-21T03:25:00.000,-288.864,-94.795,180.662
2019-11-21T03:25:30.000,-270.921,-94.988,198.510
2019-11-21T03:26:00.000,-251.808,-93.678,215.482
2019-11-21T03:26:30.000,-231.646,-90.866,231.396
2019-11-21T03:27:00.000,-210.572,-86.578,246.078
2019-11-21T03:27:30.000,-188.731,-80.859,259.373
2019-11-21T03:28:00.000,-166.277,-73.774,271.141
2019-11-21T03:28:30.000,-143.369,-65.405,281.265
2019-11-21T03:29:00.000,-120.169,-55.845,289.649
2019-11-21T03:29:30.000,-96.838,-45.202,296.221
2019-11-21T03:30:00.000,-73.537,-33.591,300.933
2019-11-21T03:30:30.000,-50.421,-21.132,303.761
2019-11-21T03:31:00.000,-27.639,-7.950,304.707
2019-11-21T03:31:30.000,-5.333,5.828,303.794
2019-11-21T03:32:00.000,16.368,20.077,301.070
2019-11-21T03:32:30.000,37.346,34.676,296.604
2019-11-21T03:33:00.000,57.500,49.511,290.483
2019-11-21T03:33:30.000,76.744,64.476,282.811
2019-11-21T03:34:00.000,95.008,79.482,273.701
2019-11-21T03:34:30.000,112.241,94.452,263.278
2019-11-21T03:35:00.000,128.404,109.326,251.665
2019-11-21T03:35:30.000,143.472,124.062,238.987
2019-11-21T03:36:00.000,157.431,138.635,225.359
2019-11-21T03:36:30.000,170.269,153.033,210.891
2019-11-21T03:37:00.000,181.979,167.258,195.677
2019-11-21T03:37:30.000,192.552,181.317,179.802
2019-11-21T03:38:00.000,201.975,195.222,163.338
2019-11-21T03:38:30.000,210.229,208.985,146.344
2019-11-21T03:39:00.000,217.292,222.612,128.874
2019-11-21T03:39:30.000,223.137,236.103,110.975
2019-11-21T03:40:00.000,227.733,249.449,92.693
2019-11-21T03:40:30.000,231.050,262.631,74.074
2019-11-21T03:41:00.000,233.062,275.624,55.164
2019-11-21T03:41:30.000,233.747,288.395,36.013
2019-11-21T03:42:00.000,233.087,300.909,16.676
2019-11-21T03:42:30.000,231.076,313.127,-2.793
2019-11-21T03:43:00.000,227.712,325.013,-22.340
2019-11-21T03:43:30.000,222.999,336.532,-41.911
2019-11-21T03:44:00.000,216.947,347.652,-61.454
2019-11-21T03:44:30.000,209.565,358.344,-80.924
2019-11-21T03:45:00.000,200.864,368.577,-100.279
2019-11-21T03:45:30.000,190.852,378.320,-119.481
2019-11-21T03:46:00.000,179.532,387.537,-138.496
2019-11-21T03:46:30.000,166.904,396.184,-157.289
2019-11-21T03:47:00.000,152.966,404.208,-175.824
2019-11-21T03:47:30.000,137.713,411.545,-194.060
2019-11-21T03:48:00.000,121.146,418.117,-211.947
2019-11-21T03:48:30.000,103.267,423.834,-229.428
2019-11-21T03:49:00.000,84.090,428.597,-246.431
2019-11-21T03:49:30.000,63.642,432.299,-262.872
2019-11-21T03:50:00.000,41.968,434.827,-278.653
2019-11-21T03:50:30.000,19.130,436.069,-293.667
2019-11-21T03:51:00.000,-4.784,435.918,-307.794
2019-11-21T03:51:30.000,-29.666,434.275,-320.908
2019-11-21T03:52:00.000,-55.382,431.056,-332.878
2019-11-21T03:52:30.000,-81.779,426.196,-343.575
2019-11-21T03:53:00.000,-108.680,419.649,-352.873
2019-11-21T03:53:30.000,-135.894,411.396,-360.656
2019-11-21T03:54:00.000,-163.217,401.442,-366.817
2019-11-21T03:54:30.000,-190.435,389.821,-371.270
2019-11-21T03:55:00.000,-217.334,376.591,-373.946
2019-11-21T03:55:30.000,-243.699,361.836,-374.794
2019-11-21T03:56:00.000,-269.324,345.661,-373.791
2019-11-21T03:56:30.000,-294.014,328.189,-370.930
2019-11-21T03:57:00.000,-317.589,309.562,-366.229
2019-11-21T03:57:30.000,-339.888,289.928,-359.725
2019-11-21T03:58:00.000,-360.768,269.445,-351.471
2019-11-21T03:58:30.000,-380.108,248.274,-341.536
2019-11-21T03:59:00.000,-397.808,226.575,-329.999
2019-11-21T03:59:30.000,-413.786,204.509,-316.950
2019-11-21T04:00:00.000,-427.979,182.229,-302.483
2019-11-21T04:00:30.000,-440.339,159.885,-286.700
2019-11-21T04:01:00.000,-450.836,137.619,-269.703
2019-11-21T04:01:30.000,-459.450,115.566,-251.599
2019-11-21T04:02:00.000,-466.174,93.856,-232.494
2019-11-21T04:02:30.000,-471.010,72.609,-212.496
2019-11-21T04:03:00.000,-473.970,51.938,-191.713
2019-11-21T04:03:30.000,-475.074,31.948,-170.254
2019-11-21T04:04:00.000,-474.349,12.736,-148.227
2019-11-21T04:04:30.000,-471.828,-5.609,-125.740
2019-11-21T04:05:00.000,-467.550,-23.008,-102.899
2019-11-21T04:05:30.000,-461.556,-39.389,-79.812
2019-11-21T04:06:00.000,-453.891,-54.687,-56.582
2019-11-21T04:06:30.000,-444.602,-68.846,-33.315
2019-11-21T04:07:00.000,-433.736,-81.813,-10.115
2019-11-21T04:07:30.000,-421.345,-93.543,12.914
2019-11-21T04:08:00.000,-407.479,-103.992,35.663
2019-11-21T04:08:30.000,-392.195,-113.122,58.025
2019-11-21T04:09:00.000,-375.554,-120.898,79.888
2019-11-21T04:09:30.000,-357.624,-127.288,101.137
2019-11-21T04:10:00.000,-338.484,-132.265,121.656
2019-11-21T04:10:30.000,-318.220,-135.809,141.328
2019-11-21T04:11:00.000,-296.934,-137.907,160.036
